"player_name","class","position","games_played","games_started","number","height","bats","throws","hometown","high_school","player_id","player_url","team_id","year","team_name","conference_id","conference","division","season_id","prev_team_id"
"Tre Jones","Fr.","OF",26,12,3,NA,NA,NA,NA,NA,"6899505","https://stats.ncaa.org/players/6899505",508948,2021,"A&M-Corpus Christi",914,"Southland",1,15580,26172
"Cassius Shy","Jr.","P",18,3,27,NA,NA,NA,NA,NA,"6899506","https://stats.ncaa.org/players/6899506",508948,2021,"A&M-Corpus Christi",914,"Southland",1,15580,26172
"Tristan Welch","Jr.","OF",50,48,15,NA,NA,NA,NA,NA,"6899507","https://stats.ncaa.org/players/6899507",508948,2021,"A&M-Corpus Christi",914,"Southland",1,15580,26172
"Jaime Ramirez Jr.","Fr.","P",17,3,22,NA,NA,NA,NA,NA,"6899508","https://stats.ncaa.org/players/6899508",508948,2021,"A&M-Corpus Christi",914,"Southland",1,15580,26172
"Diego Johnson","Fr.","INF",19,13,4,NA,NA,NA,NA,NA,"6899511","https://stats.ncaa.org/players/6899511",508948,2021,"A&M-Corpus Christi",914,"Southland",1,15580,26172
"Dylan Johnson","Fr.","P",14,5,26,NA,NA,NA,NA,NA,"6899512","https://stats.ncaa.org/players/6899512",508948,2021,"A&M-Corpus Christi",914,"Southland",1,15580,26172
"Bryce Balusek","Fr.","INF",2,1,20,NA,NA,NA,NA,NA,"6899513","https://stats.ncaa.org/players/6899513",508948,2021,"A&M-Corpus Christi",914,"Southland",1,15580,26172
"Justin Lewis","So.","P",4,0,32,NA,NA,NA,NA,NA,"6899514","https://stats.ncaa.org/players/6899514",508948,2021,"A&M-Corpus Christi",914,"Southland",1,15580,26172
"Nate White","Fr.","INF",19,6,23,NA,NA,NA,NA,NA,"6899515","https://stats.ncaa.org/players/6899515",508948,2021,"A&M-Corpus Christi",914,"Southland",1,15580,26172
"Daniel Nelson","Jr.","P",11,2,33,NA,NA,NA,NA,NA,"6899516","https://stats.ncaa.org/players/6899516",508948,2021,"A&M-Corpus Christi",914,"Southland",1,15580,26172
