Team,App,Conference,IP,H,2B-A,3B-A,Inh Run,Inh Run Score,HR-A,R,ER,WAR,FO,BB,HB,SO,BF,Pitches,Season,Division,ERA,IR-A%,RA9,K9,H9,BB9,HR9,BB%,K%,K-BB%,HR/FB,FIP,xFIP,PF,ERA+,pitch_team,pREA,pWPA,pWPA/LI,li,Clutch
A&M-Corpus Christi,243,Southland,488.3,576,93,14,168,76,69,409,354,0.5289107143346813,554,235,78,400,2333,5519,2024,1,6.524677452385828,45.23809523809524,7.53839852549662,7.372516895351218,10.616424329305755,4.331353676018841,1.271759164448085,10.072867552507502,17.145306472353194,7.072438919845693,11.075441412520064,6.373010601879983,6.489269792951591,102.09648874202534,97.39105827388433,A&M-Corpus Christi,1027.0919999999999,-14.256500000000003,-12.384727989079122,0.9932421514312095,-1.9687707820484803
Abilene Christian,230,WAC,489.6,518,88,7,108,41,70,341,294,2.9122661746262306,481,233,56,520,2275,6353,2024,1,5.404411764705882,37.96296296296296,6.268382352941176,9.558823529411764,9.522058823529411,4.283088235294118,1.2867647058823528,10.241758241758243,22.857142857142858,12.615384615384615,12.704174228675136,5.756674530623028,5.620935981032792,109.30383256889591,120.61288707927082,Abilene Christian,1104.087,-6.156600000000005,-7.610979767687714,0.9274468085106383,0.9727554043016102
Air Force,214,Mountain West,466.1,582,131,20,167,79,59,388,341,4.929342630432467,425,199,76,368,2234,5712,2024,1,6.584423943359794,47.30538922155689,7.4919545161982395,7.1057712937137945,11.23793177429736,3.8425230637202312,1.1392405063291138,8.907788719785138,16.472694717994628,7.56490599820949,12.190082644628099,6.087879842254939,6.032033669811867,123.01132412971086,114.05716816800297,Air Force,982.649,-12.055000000000003,-11.488549013498702,0.9666853862473481,-0.9818991504041943
Akron,215,MAC,454.0,599,123,18,78,38,75,453,385,-0.820966409819146,523,224,70,340,2244,5161,2024,1,7.63215859030837,48.717948717948715,8.980176211453744,6.740088105726873,11.874449339207048,4.440528634361233,1.4867841409691631,9.982174688057041,15.151515151515152,5.169340463458111,12.54180602006689,6.843875086322546,6.712809258313126,97.57861840987758,74.4173367705673,Akron,895.5989999999999,-18.4207,-14.089089706994693,0.8151648890523477,-8.508424301998732
Alabama,236,SEC,484.1,500,103,8,128,51,87,339,310,-2.5848583443044935,474,220,73,493,2220,4792,2024,1,5.763272051229085,39.84375,6.302416856021483,9.16546168147077,9.295600082627555,4.090064036356124,1.6174344143771946,9.90990990990991,22.207207207207208,12.297297297297298,15.508021390374333,6.366629514131269,5.804455801442234,106.87555847030536,113.41798454820847,Alabama,1106.9489999999998,-8.839200000000005,-9.225712243850696,0.9907103825136612,0.3036295080536693
Alabama A&M,169,SWAC,399.3,621,113,25,55,31,72,570,457,-0.5130139227624881,505,303,97,267,2216,6639,2024,1,10.30052592036063,56.36363636363636,12.847483095416978,6.018031555221637,13.996994740796394,6.8294515401953415,1.6228399699474079,13.673285198555957,12.048736462093864,-1.6245487364620939,12.478336221837088,8.263385109921114,8.131520809880607,107.7390448835881,46.49474560597662,Alabama A&M,630.7099999999999,-23.57949999999999,-19.30850599732513,0.7425504151838671,-12.446240236519927
Alabama St.,200,SWAC,467.3,518,99,22,121,65,38,392,317,5.081026786524295,496,251,60,440,2230,6470,2024,1,6.105285683714958,53.71900826446281,7.5497539054140805,8.474213567301518,9.976460517868606,4.83415364861973,0.7318638989942221,11.25560538116592,19.730941704035875,8.475336322869955,7.116104868913857,5.421918320913235,6.114228607361708,104.28921932122674,106.00526198716813,Alabama St.,981.6659999999999,-12.268900000000002,-9.780227109841125,0.9291885800150262,-3.4236588008117987
Alcorn,204,SWAC,367.5,560,108,28,110,77,40,599,508,-3.013552887974585,426,375,104,252,2117,2471,2024,1,12.440816326530612,70.0,14.669387755102042,6.171428571428572,13.714285714285714,9.183673469387756,0.9795918367346939,17.71374586679263,11.903637222484647,-5.810108644307984,8.583690987124463,8.205105569705328,8.731400426315865,96.20255744360568,-7.634362316785159,Alcorn,488.659,-24.205499999999983,-19.0106205113169,0.8090838694305456,-10.906549901481526
App State,235,Sun Belt,476.40000000000003,493,94,10,145,80,90,403,370,-1.0267308950213854,523,290,61,446,2248,5986,2024,1,6.98992443324937,55.172413793103445,7.613350125944584,8.425692695214105,9.31360201511335,5.478589420654911,1.7002518891687655,12.900355871886122,19.839857651245552,6.93950177935943,14.681892332789559,7.045234770000054,6.559214752018629,111.83831313953898,99.64966184589656,App State,977.631,-13.265000000000004,-12.712861715576738,0.9487240247903754,-1.2690757640090276
Arizona,273,Pac-12,520.0,576,128,13,102,38,39,301,260,5.224085402427616,504,149,57,515,2329,4305,2024,1,4.5,37.254901960784316,5.209615384615385,8.913461538461538,9.96923076923077,2.5788461538461536,0.6749999999999999,6.39759553456419,22.11249463288965,15.71489909832546,7.18232044198895,4.434056380798995,5.057700547082316,104.93987688306645,131.14920948610464,Arizona,1237.6699999999998,-5.14920000000001,-4.019386483809938,1.008780458528388,-1.0849947088151444
