Player,Pos,B/T,player_id,Team,Conference,Yr,R/PA,GP,BB,CS,GS,HBP,IBB,K,RBI,SF,AB,PA,H,2B,3B,HR,R,SB,OPS+,Picked,Sac,BA,SlgPct,OBPct,ISO,wOBA,K%,BB%,SB%,wRC+,wRC,Batting,Baserunning,Adjustment,WAR,Clutch,WPA,REA,WPA/LI,wSB,wGDP,wTEB,EBT,Opportunities,OutsOB,GDPOpps,GDP,Division,Season
Ryan Revera,C,R/R,9211936,AUM,Gulf South,Jr,0.09090909090909091,4,1,1,3,0,0,3,2,0,10,11,2,0,0,0,1,0,17.031984347264206,0,0,0.2,0.2,0.273,0.0,0.2411818181818182,27.27272727272727,9.090909090909092,0.0,8.634041811041374,0.2763856758968328,-1.6488832063750585,-0.5211138042818395,0.2472,-0.08086481322582631,-0.051672150415956256,-0.1841999999999997,-5.104,-0.0950358141858134,-0.6356156912327897,-0.0942898605590258,0.20879174750997592,1.0,1.0,0.0,8.0,0.0,2,2025
Cole Strachan,UT,R/R,8878855,AUM,Gulf South,Sr,0.15873015873015872,14,5,0,13,5,0,10,8,1,52,63,11,5,0,1,10,2,71.2522819078261,0,0,0.212,0.365,0.333,0.153,0.32892063492063495,15.873015873015872,7.936507936507936,100.0,62.811119326896744,7.501079028725078,-3.525460933377571,0.7048843843981958,0.1736,-0.14262779638507816,0.04604440318245563,0.1950000000000009,-29.708999999999996,0.1224637653472098,0.32358320213346936,0.028550697204871023,0.3527504850598554,3.0,6.0,0.0,40.0,1.0,2,2025
Tyrese Rooks,OF,L/L,8887120,AUM,Gulf South,Sr,0.14814814814814814,16,8,0,16,4,0,9,10,0,69,81,25,4,2,1,12,4,139.98600566134724,3,1,0.362,0.522,0.457,0.16000000000000003,0.4499753086419753,11.11111111111111,9.876543209876543,100.0,137.56011510354168,20.142561993799784,5.96558204252495,0.8808521179035909,0.08,0.5976824590584038,-0.34281318494007956,0.5095999999999993,-34.73199999999999,0.7831155904383608,0.6471664042669387,-0.17181525648305884,0.405500970119711,5.0,12.0,0.0,57.0,1.0,2,2025
Hayden Grier,C,R/R,8880050,AUM,Gulf South,Sr,0.125,11,5,0,10,5,0,4,5,1,37,48,9,3,0,0,6,0,77.7398781833786,0,0,0.243,0.324,0.396,0.08100000000000002,0.3621666666666667,8.333333333333332,10.416666666666668,0.0,83.33992181076349,7.423683338700293,-0.9774899657588676,0.4969871538169225,0.6798,0.07967176142319995,0.08810824521991933,0.3318,-25.057999999999996,0.1633923740518171,-0.0815112510576327,0.5521231623446274,0.026375242529927734,1.0,3.0,0.0,38.0,2.0,2,2025
Chance Sweeney,OF,R/L,9211940,AUM,Gulf South,Fr,0.3333333333333333,7,1,0,1,0,0,4,0,0,5,6,0,0,0,0,2,1,-57.21415069855962,0,0,0.0,0.0,0.167,0.0,0.13216666666666668,66.66666666666666,16.666666666666664,100.0,-58.68077429390544,-0.5495556426196366,-1.5997023056770319,0.0,0.035,0.0,0.0040620839733742364,-0.124,-5.167999999999999,-0.0867287506400409,0.19490554680889796,-0.07071739541926936,0.0,0.0,0.0,0.0,6.0,0.0,2,2025
RH Frankland,OF,L/L,8881692,AUM,Gulf South,Sr,0.10526315789473684,11,7,0,8,1,0,9,3,0,30,38,3,1,0,0,4,0,5.356529690848499,0,0,0.1,0.133,0.289,0.033,0.24947368421052632,23.684210526315788,18.421052631578945,0.0,13.754113921492618,1.2921433140870535,-5.358785551943116,0.016046471072486954,0.055,-0.344674045657001,0.054353961544131135,-0.30799999999999955,-24.203999999999997,-0.2992408393721851,-0.050944531911020434,0.15819925547353147,-0.09120825249002408,0.0,1.0,0.0,29.0,1.0,2,2025
JC Tunnell,INF,R/R,8893187,AUM,Gulf South,Sr,0.13793103448275862,9,2,0,8,0,0,7,2,0,27,29,8,4,0,0,4,1,92.9267308878485,0,1,0.296,0.444,0.345,0.14800000000000002,0.35579310344827586,24.137931034482758,6.896551724137931,100.0,79.40436578927228,4.287247655960835,-0.7884612154832424,-0.10755191536451664,0.11159999999999999,0.00545360952834592,0.11044965922671496,0.45000000000000007,-15.656999999999996,0.24102963071411349,0.16943328085338774,-0.21215218625780805,-0.06483300996009633,1.0,4.0,0.0,18.0,0.0,2,2025
Tucker Burns,INF,R/R,9211939,AUM,Gulf South,Jr,0.11666666666666667,15,4,0,15,1,0,9,2,0,55,60,10,2,0,0,7,3,15.377300954868156,0,3,0.182,0.218,0.25,0.036000000000000004,0.23223333333333335,15.0,6.666666666666667,100.0,3.1085198664157287,0.9327090984289005,-9.568757532145051,0.938558632911057,0.186,-0.5917791215137752,0.317038838039015,-0.050599999999999166,-37.13099999999999,-0.3635405785820637,0.5337721085156735,0.4696195343554799,-0.06483300996009633,1.0,4.0,0.0,45.0,2.0,2,2025
Landon Baeder,OF,R/R,9211943,AUM,Gulf South,Jr,0.15,10,4,0,9,0,0,5,4,0,36,40,8,3,0,1,6,0,68.44823110696655,0,0,0.222,0.389,0.3,0.167,0.310325,12.5,10.0,0.0,51.32866273586691,3.9662029250054194,-3.0347748287105487,0.02903815484486233,0.05,-0.1640831795926813,-0.3929245129719616,-0.14219999999999963,-22.625,0.2720029572699184,-0.04075562552881635,0.134626790333775,-0.06483300996009633,1.0,4.0,0.0,31.0,1.0,2,2025
Liam Gilbert,C,R/R,9211948,AUM,Gulf South,Jr,0.05,9,1,0,4,1,0,4,0,0,18,20,7,0,0,0,1,0,106.87863467113456,0,1,0.389,0.389,0.45,0.0,0.40595,20.0,5.0,0.0,110.37531084460153,4.03074600211727,0.5302571252592859,-0.2784931220484812,0.5561999999999999,0.12988705063757386,0.1214722903255735,0.10660000000000022,-14.516,-0.011736996207926193,-0.04585007871991839,-0.14143479083853872,-0.09120825249002408,0.0,1.0,0.0,12.0,0.0,2,2025
Riley Orr,UT,R/R,9211953,AUM,Gulf South,Jr,0.21212121212121213,17,6,0,15,3,1,8,15,1,55,66,18,5,0,3,14,1,143.3520876215237,0,1,0.327,0.582,0.415,0.25499999999999995,0.43839062500000003,12.121212121212121,9.090909090909092,100.0,130.40678973403863,15.593840018978428,4.042226725347082,0.5485321876742808,0.21080000000000002,0.4345545724037492,-0.287303751262465,0.8891999999999993,-20.269,1.041247617798284,0.10829984256016323,0.08748186005426212,0.3527504850598554,3.0,6.0,0.0,35.0,1.0,2,2025
Brendan York,INF,R/R,8899761,AUM,Gulf South,Sr,0.11538461538461539,16,5,2,16,4,1,10,12,0,68,78,22,2,1,0,9,4,93.18900547591184,0,2,0.324,0.382,0.403,0.057999999999999996,0.38247368421052635,12.82051282051282,6.41025641025641,66.66666666666666,95.87912514723598,13.759360552177116,0.10745393243097667,-0.8091704881324353,0.1984,0.021956525515934917,0.23931495723655838,1.1496,-38.279999999999994,0.6690434739114519,-0.5782148994787222,-0.6364565587734241,0.405500970119711,5.0,12.0,0.0,54.0,0.0,2,2025
Zach Dew,INF,R/R,9211944,AUM,Gulf South,Sr,0.11842105263157894,16,6,0,16,2,0,11,12,1,67,76,18,3,1,3,9,0,100.16319329284649,0,0,0.269,0.478,0.342,0.20899999999999996,0.3595789473684211,14.473684210526317,7.894736842105263,0.0,81.74205356702295,11.543601403334712,-1.7582563287256279,-1.1506936006645758,0.1984,-0.1489606393960655,-0.3507019894669773,-0.28759999999999986,-29.503999999999998,0.1111228882612777,-0.09679461063093883,-0.5775253959240331,-0.47637359410960395,2.0,5.0,1.0,49.0,0.0,2,2025
Kyle Hipp,INF,R/R,9211945,AUM,Gulf South,Jr,0.15714285714285714,15,6,0,14,3,2,13,17,1,58,70,20,4,1,3,11,0,151.1146254515796,1,0,0.345,0.603,0.426,0.258,0.45949999999999996,18.571428571428573,8.571428571428571,0.0,143.44143378549293,18.120994305054985,5.8692832360520395,0.38151208657388525,0.186,0.5609071997051389,-0.043018441037807165,1.0012,-11.516999999999994,0.7800345115406584,-0.09679461063093883,0.5167644646349927,-0.0384577674301686,2.0,7.0,0.0,41.0,2.0,2,2025
Cliff Wysinger,OF,R/R,9211949,AUM,Gulf South,Fr,0.16666666666666666,2,1,0,1,0,0,3,1,0,5,6,1,0,0,1,1,1,173.6700953543667,0,0,0.2,0.8,0.333,0.6000000000000001,0.42583333333333334,50.0,16.666666666666664,100.0,122.65289710930227,1.3369539933546672,0.286807330297272,0.0,0.01,0.0,-0.032096764346764374,-0.059000000000000004,-3.4429999999999996,-0.0359801587301587,0.19490554680889796,-0.03535869770963468,0.0,0.0,0.0,0.0,3.0,0.0,2,2025
Alec Hotaling,C,R/R,9211950,AUM,Gulf South,Fr,0.26666666666666666,5,2,1,4,2,0,4,2,0,11,15,3,0,0,1,4,0,147.96322729958013,0,0,0.273,0.545,0.467,0.272,0.456,26.666666666666668,13.333333333333334,0.0,141.28024927955235,3.8268603581190024,1.2014937004755144,-0.7423861339749502,0.309,0.1273367961306124,-0.14784313477490157,-0.012000000000000193,-8.479999999999999,0.13523757349786739,-0.6508990508060958,-0.11786232569878224,0.026375242529927734,1.0,3.0,0.0,10.0,0.0,2,2025
Ricardo Santiago,P,R/R,8890168,Adams St.,RMAC,Jr,0.0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,-100.0,0,0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,-146.3355736471447,-0.23309867419820496,-0.4411870926051905,0.0,0.0124,0.0,5.48172618408671e-16,-0.0011999999999999,-0.6769999999999996,-0.0089999999999998,0.0,-0.011786232569878225,0.0,0.0,0.0,0.0,1.0,0.0,2,2025
Nolan Marthaler,OF,R/R,8883817,Adams St.,RMAC,Sr,0.10416666666666667,15,7,0,13,0,0,15,5,0,41,48,10,2,0,0,5,0,59.68062445703737,0,0,0.244,0.293,0.354,0.04899999999999999,0.32285416666666666,31.25,14.583333333333334,0.0,53.020832832389175,5.403340726280592,-4.584903357254717,-0.6331899676925108,0.075,-0.35694738545012905,0.16841514049816347,0.14680000000000049,-26.747999999999998,-0.0338562608037009,-0.07641679786653065,-0.4007319073758597,-0.1560412624501204,1.0,5.0,0.0,34.0,0.0,2,2025
