Team,GP,Conference,AB,BB,IBB,SF,HBP,PA,H,2B,3B,HR,R,SB,Picked,Sac,wRC,Batting,Baserunning,Adjustment,WAR,K,CS,RBI,GS,Season,BA,SlgPct,OBPct,iPF,PF,1B,SB%,BB%,K%,ISO,OPS+,R/PA,wOBA,bat_team,REA,WPA,WPA/LI,li,Clutch,Division
Arizona St.,55,Pac-12,1349,168,6,17,32,1572,411,82,9,66,278,34,7,5,300.6190177155464,23.02450481157057,2.000140207631815,8.208531343048135,2.6994033389146197,259,9,277,55,2023,0.3046701260192735,0.5255744996293551,0.3924936386768448,,100.0,254,79.06976744186046,10.687022900763358,16.475826972010175,0.22090437361008158,120.39042879463553,0.17684478371501272,0.4115365384615384,Arizona St.,20.41199999999999,13.518800000000004,11.354551834468982,0.8757718966603654,4.081887781316901,1
Ark.-Pine Bluff,46,SWAC,566,71,2,9,35,683,142,23,4,8,120,40,4,4,88.88037654760137,-31.403095434818972,-0.42980302876436394,3.608903042612348,-1.5153825552055444,145,12,101,40,2023,0.2508833922261484,0.3480565371024735,0.36603221083455345,,100.0,107,76.92307692307693,10.395314787701318,21.2298682284041,0.09717314487632506,73.80342657123941,0.17569546120058566,0.3527231222385861,Ark.-Pine Bluff,-3.6840000000000113,5.450199999999998,5.033812602025421,0.9508437123342708,0.6981493695377567,1
Arkansas,60,SEC,1990,321,2,33,77,2423,543,92,10,92,462,53,5,15,421.8623597312193,-24.3070253186337,11.993773100688149,9.284779050736498,-0.4185648760993958,531,16,429,60,2023,0.2728643216080402,0.4678391959798995,0.38918695831613703,,100.0,349,76.81159420289855,13.248039620305407,21.914981427981843,0.19497487437185929,106.62971410954229,0.19067271976888156,0.39550930136420004,Arkansas,85.39199999999998,16.9538,14.734184410212732,0.8674592391304349,4.8100192079249435,1
Arkansas St.,51,Sun Belt,1546,236,10,17,57,1866,434,114,7,37,338,33,1,30,321.4594591524076,-5.943593590527234,-1.3887049977548171,10.236532052925284,0.7405226343373885,443,9,288,51,2023,0.2807244501940492,0.43531694695989653,0.394962486602358,,100.0,276,78.57142857142857,12.64737406216506,23.740621650589496,0.15459249676584735,100.88325790564387,0.18113612004287247,0.39298483206933915,Arkansas St.,45.85499999999999,11.399400000000002,10.068096343216583,1.107686649503494,0.22308122501504002,1
Army West Point,56,Patriot,1914,231,4,28,68,2245,572,110,15,74,435,55,8,26,403.75466814983645,47.79138868456862,0.17503190258680865,6.68789166485911,5.188386014323953,410,20,396,56,2023,0.2988505747126437,0.48798328108672934,0.3897550111358575,,100.0,373,73.33333333333333,10.289532293986637,18.262806236080177,0.18913270637408564,111.27715399083931,0.19376391982182628,0.4008234242288779,Army West Point,77.74199999999999,13.0584,12.688717149329024,0.9184525971667272,1.5291097045369053,1
Auburn,58,SEC,1991,287,8,27,69,2382,571,112,10,84,419,47,2,16,428.9499322607029,-9.669743838657315,0.35185597121728807,11.684459606018182,0.08024752636498325,508,10,394,58,2023,0.28679055750878957,0.47965846308387744,0.39252728799328296,,100.0,365,82.45614035087719,12.048698572628044,21.326616288832913,0.19286790557508787,110.14585103161636,0.1759026028547439,0.40078825021132714,Auburn,49.027999999999984,13.437000000000001,13.33972117439805,0.9896049896049897,0.2384237835851426,1
Austin Peay,58,ASUN,1990,253,7,24,68,2342,591,139,8,75,418,90,14,26,426.9491929353653,38.68279782334907,-7.232083247181675,8.292429948928282,3.4906873778940923,445,29,376,58,2023,0.2969849246231156,0.4879396984924623,0.392399658411614,,100.0,369,75.63025210084034,10.802732707087959,19.000853970964986,0.19095477386934673,111.9616142705373,0.1784799316823228,0.4029750859106529,Austin Peay,40.22699999999998,17.765600000000003,14.00282873843247,1.0284743991640544,3.2709118762487606,1
Ball St.,59,MAC,1997,262,3,23,68,2353,562,112,17,85,421,49,5,16,405.04067067577455,12.05266196976661,-4.423906131209804,13.123365803640091,2.7323684072541905,490,14,397,59,2023,0.2814221331997997,0.48222333500250375,0.3803654908627284,,100.0,348,77.77777777777779,11.1347216319592,20.8244793880153,0.20080120180270405,107.5262607839206,0.17892052698682534,0.39339497230507026,Ball St.,53.22699999999999,15.665000000000004,12.116415204542335,0.8989337042188225,5.309786445792895,1
Baylor,55,Big 12,1791,219,3,26,63,2102,462,89,13,41,296,25,3,18,276.6207613815753,-94.61910620364436,-17.425150619678316,8.535826119535425,-7.709184400475387,478,19,265,55,2023,0.25795644891122277,0.3908431044109436,0.3553758325404377,,100.0,319,56.81818181818182,10.418648905803996,22.74024738344434,0.13288665549972084,80.56081264013993,0.14081826831588962,0.35439551526717555,Baylor,-64.00600000000001,6.026600000000009,5.070145871798226,1.1168223180076629,0.3260571793290694,1
Bellarmine,54,ASUN,1821,156,6,12,60,2055,472,78,4,50,255,37,6,18,242.49755176802307,-98.18880261079565,-15.913852924648294,7.63260800978053,-7.313673799304945,451,30,233,52,2023,0.2591982427237781,0.38879736408566723,0.33771289537712895,,100.0,340,55.223880597014926,7.591240875912408,21.946472019464718,0.1295991213618891,75.4676441089174,0.12408759124087591,0.34113264806656873,Bellarmine,-111.71100000000001,0.5982000000000096,1.3511738390532402,0.7762666140281616,-0.5805623130778258,1
Belmont,60,MVC,1758,214,5,17,39,2033,449,96,5,45,270,59,15,22,257.20730366688406,-57.77618497873253,-5.5221307192974844,5.113665135172441,-3.850256642091019,396,18,243,60,2023,0.2554038680318544,0.3924914675767918,0.34776192818494833,,100.0,303,76.62337662337663,10.526315789473683,19.478603049680277,0.13708759954493743,78.93033372817362,0.13280865715691098,0.3492629757785467,Belmont,-89.64400000000002,5.010800000000008,4.595324711530159,1.0407502131287298,0.2192791547870172,1
Bethune-Cookman,58,SWAC,2032,302,3,26,54,2417,601,122,12,34,422,38,4,30,406.99786248719744,-18.661217719991356,-1.4480521434111635,11.656493404058132,1.2747798225827875,447,13,374,55,2023,0.29576771653543305,0.41781496062992124,0.39718659495242037,,100.0,433,74.50980392156863,12.49482829954489,18.494000827472075,0.1220472440944882,97.55873285064392,0.17459660736450144,0.38977478224802986,Bethune-Cookman,31.33399999999999,15.5914,10.57695361289553,1.0250083696016068,4.634044133454539,1
Binghamton,52,America East,1706,228,4,32,59,2029,507,90,11,47,363,35,3,25,348.08190831525286,22.569400562513525,7.127072816822112,4.57563149488297,4.005246479714772,316,14,329,52,2023,0.29718640093786636,0.4454865181711606,0.3932971907343519,,100.0,359,71.42857142857143,11.237062592410055,15.574174470182356,0.14830011723329423,102.71707978025213,0.17890586495810745,0.39282483918852046,Binghamton,36.02299999999999,10.881000000000002,9.453665851228756,0.9074858198126896,2.5366041479717865,1
