Unnamed: 0,year,team_name,conference,division,Jersey,player_name,Yr,Pos,GP,GS,BA,OBPct,SlgPct,R,AB,H,2B,3B,TB,HR,RBI,BB,HBP,SF,SH,K,DP,CS,Picked,SB,IBB,RBI2out,Ht,B/T,team_id,conference_id,player_url,player_id
1,2023,AUM,Gulf South,2,32,Micah Christian,Jr,P,9,2,0.235,0.316,0.294,1,17,4,1,0,5,0,2,2,0,0,0,8,0,0,0,0,0,0,6-3,R/R,548400,858,http://stats.ncaa.org/players/7808505?year_stat_category_id=15000,7808505.0
2,2023,AUM,Gulf South,2,8,Cole Kehoe,So,INF,17,3,0.25,0.5,0.25,2,8,2,0,0,2,0,1,3,1,0,0,2,0,0,0,0,0,0,6-3,L/R,548400,858,http://stats.ncaa.org/players/7808506?year_stat_category_id=15000,7808506.0
3,2023,AUM,Gulf South,2,16,Mason Elmore,So,P,9,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5-8,L/L,548400,858,http://stats.ncaa.org/players/7808508?year_stat_category_id=15000,7808508.0
4,2023,AUM,Gulf South,2,19,Clayton Phillips,So,INF,49,49,0.235,0.303,0.319,32,166,39,8,0,53,2,23,13,4,2,2,27,1,0,0,2,0,0,6-2,R/R,548400,858,http://stats.ncaa.org/players/7808509?year_stat_category_id=15000,7808509.0
5,2023,AUM,Gulf South,2,28,Luke Turner,Jr,P,6,6,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6-1,R/R,548400,858,http://stats.ncaa.org/players/7808510?year_stat_category_id=15000,7808510.0
6,2023,AUM,Gulf South,2,13,Jackson Gantt,So,P,5,0,0.0,0.0,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5-11,R/R,548400,858,http://stats.ncaa.org/players/7808511?year_stat_category_id=15000,7808511.0
7,2023,AUM,Gulf South,2,2,Nick Freeman,So,OF,44,44,0.242,0.374,0.275,37,153,37,5,0,42,0,23,32,2,3,8,20,1,1,0,15,1,0,5-8,L/R,548400,858,http://stats.ncaa.org/players/7808512?year_stat_category_id=15000,7808512.0
8,2023,AUM,Gulf South,2,34,Clayton Ashberry,So,P,4,0,0.0,0.0,0.0,0,4,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,6-2,R/R,548400,858,http://stats.ncaa.org/players/7808513?year_stat_category_id=15000,7808513.0
9,2023,AUM,Gulf South,2,39,Clay Slagle,So,P,15,13,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6-2,R/R,548400,858,http://stats.ncaa.org/players/7808514?year_stat_category_id=15000,7808514.0
10,2023,AUM,Gulf South,2,4,Andrew Cronan,Sr,P,13,12,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6-0,R/R,548400,858,http://stats.ncaa.org/players/7808516?year_stat_category_id=15000,7808516.0
11,2023,AUM,Gulf South,2,21,Zach Dew,So,INF,49,49,0.328,0.369,0.41,34,183,60,9,0,75,2,31,13,0,2,3,21,7,1,0,6,0,0,6-2,R/R,548400,858,http://stats.ncaa.org/players/7808517?year_stat_category_id=15000,7808517.0
12,2023,AUM,Gulf South,2,31,Kasey Clark,Jr,1B,50,50,0.383,0.429,0.617,36,196,75,18,2,121,8,58,14,4,3,0,21,3,1,0,3,1,0,6-2,L/R,548400,858,http://stats.ncaa.org/players/7808518?year_stat_category_id=15000,7808518.0
13,2023,AUM,Gulf South,2,33,Michael Myers,Jr,P,16,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5-8,R/R,548400,858,http://stats.ncaa.org/players/7808519?year_stat_category_id=15000,7808519.0
14,2023,AUM,Gulf South,2,25,Brook Brannon,Sr,INF,19,15,0.224,0.333,0.306,4,49,11,4,0,15,0,4,5,3,0,0,11,1,0,0,1,0,0,6-0,R/R,548400,858,http://stats.ncaa.org/players/7808520?year_stat_category_id=15000,7808520.0
15,2023,AUM,Gulf South,2,15,Jordan Moore,So,INF,7,1,0.25,0.455,0.25,4,8,2,0,0,2,0,3,1,2,0,0,4,0,0,0,0,0,0,5-10,R/R,548400,858,http://stats.ncaa.org/players/7808521?year_stat_category_id=15000,7808521.0
16,2023,AUM,Gulf South,2,27,Brody Syer,Sr,OF,49,49,0.255,0.403,0.429,32,161,41,10,0,69,6,39,40,2,3,0,30,1,2,0,1,2,0,6-1,L/L,548400,858,http://stats.ncaa.org/players/7808522?year_stat_category_id=15000,7808522.0
17,2023,AUM,Gulf South,2,6,Hunter Phillips,Jr,INF,4,0,0.0,0.5,0.0,1,3,0,0,0,0,0,0,2,1,0,0,2,0,0,0,0,0,0,6-0,R/R,548400,858,http://stats.ncaa.org/players/7983982?year_stat_category_id=15000,7983982.0
18,2023,AUM,Gulf South,2,12,Mario Galloway,Sr,OF,11,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5-10,R/R,548400,858,http://stats.ncaa.org/players/7808493?year_stat_category_id=15000,7808493.0
19,2023,AUM,Gulf South,2,26,Tommy Vickers,Jr,P,9,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5-11,L/L,548400,858,http://stats.ncaa.org/players/7808495?year_stat_category_id=15000,7808495.0
20,2023,AUM,Gulf South,2,10,Will Collins,Sr,P,15,1,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5-10,L/L,548400,858,http://stats.ncaa.org/players/7808499?year_stat_category_id=15000,7808499.0
21,2023,AUM,Gulf South,2,1,Jackson Ceman,Jr,UT,50,50,0.332,0.422,0.397,41,184,61,7,1,73,1,27,16,15,3,4,13,4,1,0,7,0,0,5-10,R/R,548400,858,http://stats.ncaa.org/players/7808501?year_stat_category_id=15000,7808501.0
22,2023,AUM,Gulf South,2,38,Jake Spivey,Jr,UT,13,5,0.192,0.25,0.423,6,26,5,0,0,11,2,7,2,0,0,0,9,0,0,0,1,0,0,6-2,R/R,548400,858,http://stats.ncaa.org/players/7808504?year_stat_category_id=15000,7808504.0
23,2023,AUM,Gulf South,2,35,Cooper Doughman,So,C,49,49,0.303,0.362,0.423,24,175,53,9,0,74,4,37,16,3,5,1,24,7,1,1,0,0,0,6-2,R/R,548400,858,http://stats.ncaa.org/players/7983977?year_stat_category_id=15000,7983977.0
24,2023,AUM,Gulf South,2,30,JJ Graham,Fr,UT,3,0,0.0,0.0,0.0,0,2,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,5-10,R/R,548400,858,http://stats.ncaa.org/players/7983978?year_stat_category_id=15000,7983978.0
25,2023,AUM,Gulf South,2,24,Clayton Weatherly,So,P,12,8,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6-3,R/R,548400,858,http://stats.ncaa.org/players/7983979?year_stat_category_id=15000,7983979.0
26,2023,AUM,Gulf South,2,22,Cole McWhorter,So,C,36,25,0.238,0.39,0.25,15,80,19,1,0,20,0,7,16,4,0,1,10,3,0,0,2,0,0,5-11,R/R,548400,858,http://stats.ncaa.org/players/7983980?year_stat_category_id=15000,7983980.0
27,2023,AUM,Gulf South,2,18,Daniel Swatek,Jr,P,14,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6-0,R/R,548400,858,http://stats.ncaa.org/players/7983981?year_stat_category_id=15000,7983981.0
28,2023,AUM,Gulf South,2,14,Wade Chandler,Sr,P,14,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6-2,L/L,548400,858,http://stats.ncaa.org/players/7987288?year_stat_category_id=15000,7987288.0
29,2023,AUM,Gulf South,2,36,Levi Clark,So,P,12,2,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6-6,R/R,548400,858,http://stats.ncaa.org/players/7983964?year_stat_category_id=15000,7983964.0
30,2023,AUM,Gulf South,2,5,Brett Pitts,Jr,UT,28,14,0.333,0.403,0.367,12,60,20,2,0,22,0,11,6,1,0,1,11,3,0,0,1,0,0,5-11,R/R,548400,858,http://stats.ncaa.org/players/7983970?year_stat_category_id=15000,7983970.0
31,2023,AUM,Gulf South,2,37,Laiten Hudson,So,P,3,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6-2,R/R,548400,858,http://stats.ncaa.org/players/7983963?year_stat_category_id=15000,7983963.0
32,2023,AUM,Gulf South,2,20,Brody Perdue,So,C,2,0,0.5,0.5,0.5,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5-9,R/R,548400,858,http://stats.ncaa.org/players/7983966?year_stat_category_id=15000,7983966.0
33,2023,AUM,Gulf South,2,11,Jarren Wright,Jr,OF,48,46,0.251,0.309,0.287,31,171,43,6,0,49,0,16,13,2,2,3,22,5,1,0,4,0,0,6-0,L/R,548400,858,http://stats.ncaa.org/players/7983967?year_stat_category_id=15000,7983967.0
34,2023,AUM,Gulf South,2,17,Grant Hickman,Jr,P,14,3,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6-1,R/R,548400,858,http://stats.ncaa.org/players/7983968?year_stat_category_id=15000,7983968.0
35,2023,AUM,Gulf South,2,3,Lucas Baggett,Fr,P,15,2,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5-10,R/R,548400,858,http://stats.ncaa.org/players/7983961?year_stat_category_id=15000,7983961.0
36,2023,Academy of Art,PacWest,2,1,Hayato Niki,Sr,OF,48,48,0.345,0.385,0.448,36,174,60,13,1,78,1,21,6,6,1,4,18,1,2,1,6,0,0,5-7,R/R,548404,19591,http://stats.ncaa.org/players/7808619?year_stat_category_id=15000,7808619.0
37,2023,Academy of Art,PacWest,2,28,Liam Rizzo,Jr,C,42,41,0.24,0.293,0.32,18,150,36,6,0,48,2,28,8,5,4,0,27,5,1,0,1,0,0,6-0,R/R,548404,19591,http://stats.ncaa.org/players/7808622?year_stat_category_id=15000,7808622.0
38,2023,Academy of Art,PacWest,2,18,Joseph Anderson,So,P,3,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6-3,R/R,548404,19591,http://stats.ncaa.org/players/7808625?year_stat_category_id=15000,7808625.0
39,2023,Academy of Art,PacWest,2,24,Andrew McAlpin,So,P,14,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6-2,R/R,548404,19591,http://stats.ncaa.org/players/7808626?year_stat_category_id=15000,7808626.0
40,2023,Academy of Art,PacWest,2,13,Patrick Morgan,So,UT,30,20,0.278,0.338,0.417,10,72,20,4,0,30,2,11,7,0,1,0,26,1,0,0,0,0,0,6-0,R/R,548404,19591,http://stats.ncaa.org/players/7808627?year_stat_category_id=15000,7808627.0
41,2023,Academy of Art,PacWest,2,30,Brian Kraft,So,P,14,12,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6-4,L/L,548404,19591,http://stats.ncaa.org/players/7808628?year_stat_category_id=15000,7808628.0
42,2023,Academy of Art,PacWest,2,6,Emil Jellinek,So,INF,46,45,0.186,0.286,0.372,20,145,27,9,0,54,6,20,15,6,2,2,65,2,0,0,1,0,0,6-0,R/R,548404,19591,http://stats.ncaa.org/players/7808629?year_stat_category_id=15000,7808629.0
43,2023,Academy of Art,PacWest,2,14,Cole Shafer,So,P,10,2,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6-3,R/R,548404,19591,http://stats.ncaa.org/players/7808630?year_stat_category_id=15000,7808630.0
44,2023,Academy of Art,PacWest,2,25,Peter Torres,Sr,C,8,8,0.385,0.556,0.423,7,26,10,1,0,11,0,6,5,5,0,3,4,1,1,0,3,0,0,5-10,R/R,548404,19591,http://stats.ncaa.org/players/7987992?year_stat_category_id=15000,7987992.0
45,2023,Academy of Art,PacWest,2,26,Fernando Duenas,Jr,P,22,1,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5-11,R/R,548404,19591,http://stats.ncaa.org/players/7987995?year_stat_category_id=15000,7987995.0
46,2023,Academy of Art,PacWest,2,3,Devan Quesada,Jr,P,12,11,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6-5,R/R,548404,19591,http://stats.ncaa.org/players/7985565?year_stat_category_id=15000,7985565.0
47,2023,Academy of Art,PacWest,2,4,Ricky Salas,Fr,P,14,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5-7,R/R,548404,19591,http://stats.ncaa.org/players/7985595?year_stat_category_id=15000,7985595.0
48,2023,Academy of Art,PacWest,2,23,Ryne Lina,Jr,3B,42,39,0.19,0.274,0.264,8,121,23,4,1,32,1,9,8,6,0,0,38,4,0,0,0,0,0,6-2,R/R,548404,19591,http://stats.ncaa.org/players/7985620?year_stat_category_id=15000,7985620.0
49,2023,Academy of Art,PacWest,2,20,Larry Fonseca,Jr,INF,36,31,0.198,0.305,0.218,17,101,20,2,0,22,0,6,15,1,1,0,20,2,0,0,1,0,0,5-7,R/R,548404,19591,http://stats.ncaa.org/players/7988004?year_stat_category_id=15000,7988004.0
50,2023,Academy of Art,PacWest,2,21,Robert Perez,Jr,P,14,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6-1,L/L,548404,19591,http://stats.ncaa.org/players/7988833?year_stat_category_id=15000,7988833.0
51,2023,Academy of Art,PacWest,2,11,Dwyer Lewis,So,P,12,2,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6-0,R/R,548404,19591,http://stats.ncaa.org/players/7985569?year_stat_category_id=15000,7985569.0
