Unnamed: 0,year,team_name,conference,division,Jersey,player_name,Yr,Pos,GP,GS,BA,OBPct,SlgPct,R,AB,H,2B,3B,TB,HR,RBI,BB,HBP,SF,SH,K,DP,CS,Picked,SB,IBB,RBI2out,Ht,B/T,team_id,conference_id,player_url,player_id
1,2024,AUM,Gulf South,2,28,Luke Turner,Sr,P,16,13,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6-1,R/R,574326,858,http://stats.ncaa.org/players/8273813?year_stat_category_id=15080,8273813
2,2024,AUM,Gulf South,2,31,Kasey Clark,Sr,1B,54,54,0.318,0.459,0.502,56,201,64,13,0,101,8,51,41,12,1,0,29,9,0,0,5,1,0,6-2,L/R,574326,858,http://stats.ncaa.org/players/8268959?year_stat_category_id=15080,8268959
3,2024,AUM,Gulf South,2,11,Jarren Wright,Sr,OF,48,43,0.333,0.431,0.438,38,153,51,6,2,67,2,33,19,8,1,7,12,2,3,1,4,0,0,6-0,L/R,574326,858,http://stats.ncaa.org/players/8270094?year_stat_category_id=15080,8270094
4,2024,AUM,Gulf South,2,5,Brett Pitts,Sr,UT,19,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5-11,R/R,574326,858,http://stats.ncaa.org/players/8267151?year_stat_category_id=15080,8267151
5,2024,AUM,Gulf South,2,22,Cole McWhorter,Jr,C,18,15,0.196,0.263,0.255,6,51,10,3,0,13,0,5,4,1,1,1,10,1,0,0,0,0,0,5-11,R/R,574326,858,http://stats.ncaa.org/players/8276518?year_stat_category_id=15080,8276518
6,2024,AUM,Gulf South,2,3,Lucas Baggett,So,P,11,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5-10,R/R,574326,858,http://stats.ncaa.org/players/8268214?year_stat_category_id=15080,8268214
7,2024,AUM,Gulf South,2,17,Grant Hickman,Sr,P,14,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6-1,R/R,574326,858,http://stats.ncaa.org/players/8273312?year_stat_category_id=15080,8273312
8,2024,AUM,Gulf South,2,24,Clayton Weatherly,Sr,P,4,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6-3,R/R,574326,858,http://stats.ncaa.org/players/8262983?year_stat_category_id=15080,8262983
9,2024,AUM,Gulf South,2,33,Michael Myers,Sr,P,24,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5-8,R/R,574326,858,http://stats.ncaa.org/players/8279381?year_stat_category_id=15080,8279381
10,2024,AUM,Gulf South,2,39,Clay Slagle,Jr,P,16,14,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6-2,R/R,574326,858,http://stats.ncaa.org/players/8279474?year_stat_category_id=15080,8279474
11,2024,AUM,Gulf South,2,2,Nick Freeman,Sr,OF,29,17,0.188,0.325,0.203,14,64,12,1,0,13,0,3,10,3,0,1,9,0,1,0,3,0,0,5-8,L/R,574326,858,http://stats.ncaa.org/players/8283274?year_stat_category_id=15080,8283274
12,2024,AUM,Gulf South,2,37,Carson Beach,So,P,14,3,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6-1,R/R,574326,858,http://stats.ncaa.org/players/8286923?year_stat_category_id=15080,8286923
13,2024,AUM,Gulf South,2,1,Jackson Ceman,Sr,OF,53,50,0.308,0.461,0.367,34,169,52,7,0,62,1,29,29,19,0,2,19,6,4,0,7,0,0,5-10,R/R,574326,858,http://stats.ncaa.org/players/8278477?year_stat_category_id=15080,8278477
14,2024,AUM,Gulf South,2,20,Brody Perdue,Sr,C,1,0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5-9,R/R,574326,858,http://stats.ncaa.org/players/8282302?year_stat_category_id=15080,8282302
15,2024,AUM,Gulf South,2,35,Cooper Doughman,Jr,C,50,49,0.354,0.456,0.519,34,181,64,9,0,94,7,40,24,11,1,0,20,5,0,0,1,2,0,6-2,R/R,574326,858,http://stats.ncaa.org/players/8285942?year_stat_category_id=15080,8285942
16,2024,AUM,Gulf South,2,21,Zach Dew,Sr,INF,52,52,0.34,0.412,0.542,48,212,72,14,1,115,9,42,23,5,3,0,26,5,3,0,4,1,0,6-2,R/R,574326,858,http://stats.ncaa.org/players/8287158?year_stat_category_id=15080,8287158
17,2024,AUM,Gulf South,2,12,M. Sol,,2b,13,8,0.167,0.265,0.3,5,30,5,1,0,9,1,2,3,1,0,0,9,0,0,0,0,0,0,-,,574326,858,http://stats.ncaa.org/players/8527534?year_stat_category_id=15080,8527534
18,2024,AUM,Gulf South,2,4,Brendan York,Jr,INF,31,31,0.347,0.41,0.441,15,118,41,2,0,52,3,23,6,8,2,3,9,4,0,0,4,1,0,5-10,R/R,574326,858,http://stats.ncaa.org/players/8422616?year_stat_category_id=15080,8422616
19,2024,AUM,Gulf South,2,8,Hayden Grier,Jr,C,31,21,0.219,0.398,0.301,19,73,16,1,1,22,1,9,14,9,2,0,14,0,2,0,1,0,0,5-10,R/R,574326,858,http://stats.ncaa.org/players/8422619?year_stat_category_id=15080,8422619
20,2024,AUM,Gulf South,2,10,Cody Lee,Fr,UT,19,2,0.0,0.0,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5-10,,574326,858,http://stats.ncaa.org/players/8422623?year_stat_category_id=15080,8422623
21,2024,AUM,Gulf South,2,12,Matt Del Sol,Jr,INF,2,2,0.333,0.333,0.333,1,6,2,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,5-9,,574326,858,http://stats.ncaa.org/players/8422625?year_stat_category_id=15080,8422625
22,2024,AUM,Gulf South,2,15,RH Frankland,Jr,OF,44,40,0.345,0.473,0.541,37,148,51,9,1,80,6,44,29,9,2,0,37,1,1,1,6,2,0,6-1,,574326,858,http://stats.ncaa.org/players/8422629?year_stat_category_id=15080,8422629
23,2024,AUM,Gulf South,2,19,Camden Lovrich,Sr,P,4,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6-0,R/R,574326,858,http://stats.ncaa.org/players/8422632?year_stat_category_id=15080,8422632
24,2024,AUM,Gulf South,2,30,Ryan Slaten,Jr,P,18,9,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6-5,,574326,858,http://stats.ncaa.org/players/8422645?year_stat_category_id=15080,8422645
25,2024,AUM,Gulf South,2,6,JC Tunnell,Jr,INF,42,34,0.234,0.299,0.266,21,124,29,4,0,33,0,18,9,3,1,5,26,3,1,0,7,0,0,6-2,R/R,574326,858,http://stats.ncaa.org/players/8422618?year_stat_category_id=15080,8422618
26,2024,AUM,Gulf South,2,16,Ashton Thomas,Jr,OF,30,18,0.315,0.447,0.493,20,73,23,5,1,36,2,24,12,7,2,0,21,2,0,0,1,0,0,6-3,L/L,574326,858,http://stats.ncaa.org/players/8422630?year_stat_category_id=15080,8422630
27,2024,AUM,Gulf South,2,25,Cole Strachan,Jr,UT,13,9,0.313,0.452,0.344,11,32,10,1,0,11,0,3,7,2,1,0,6,2,0,0,2,0,0,6-0,,574326,858,http://stats.ncaa.org/players/8422638?year_stat_category_id=15080,8422638
28,2024,AUM,Gulf South,2,9,Tyrese Rooks,Jr,OF,52,52,0.368,0.448,0.495,54,212,78,13,1,105,4,39,21,13,4,1,19,3,1,2,12,0,0,5-8,,574326,858,http://stats.ncaa.org/players/8422622?year_stat_category_id=15080,8422622
29,2024,AUM,Gulf South,2,26,Payte Williams,Jr,P,15,13,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6-1,,574326,858,http://stats.ncaa.org/players/8422643?year_stat_category_id=15080,8422643
30,2024,AUM,Gulf South,2,27,Jayce James,Jr,P,1,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6-1,,574326,858,http://stats.ncaa.org/players/8422644?year_stat_category_id=15080,8422644
31,2024,AUM,Gulf South,2,34,Nick Purvis,Sr,C,12,9,0.243,0.364,0.405,2,37,9,3,0,15,1,7,3,4,0,0,10,1,0,0,1,0,0,6-0,,574326,858,http://stats.ncaa.org/players/8422646?year_stat_category_id=15080,8422646
32,2024,AUM,Gulf South,2,14,Trey Bacon,Sr,UT,12,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5-11,R/R,574326,858,http://stats.ncaa.org/players/8422628?year_stat_category_id=15080,8422628
33,2024,AUM,Gulf South,2,36,AJ Crocker,Jr,P,6,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6-0,R/R,574326,858,http://stats.ncaa.org/players/8422647?year_stat_category_id=15080,8422647
34,2024,Adams St.,RMAC,2,25,Isaiah Pruitt,So,OF,28,20,0.333,0.39,0.493,15,75,25,7,1,37,1,14,3,4,0,0,17,7,1,1,3,0,0,6-3,R/R,574467,13128,http://stats.ncaa.org/players/8265970?year_stat_category_id=15080,8265970
35,2024,Adams St.,RMAC,2,14,Wilhelm Lorenz,Jr,P,9,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6-2,R/R,574467,13128,http://stats.ncaa.org/players/8271678?year_stat_category_id=15080,8271678
36,2024,Adams St.,RMAC,2,21,Ty Addington,Jr,P,20,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6-2,L/R,574467,13128,http://stats.ncaa.org/players/8267283?year_stat_category_id=15080,8267283
37,2024,Adams St.,RMAC,2,5,Connor Murray,Jr,1B,12,11,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5-7,R/R,574467,13128,http://stats.ncaa.org/players/8266139?year_stat_category_id=15080,8266139
38,2024,Adams St.,RMAC,2,8,Ayden Tausher,So,OF,48,45,0.388,0.432,0.612,51,170,66,12,4,104,6,36,13,1,1,3,34,3,1,1,8,0,0,6-1,L/L,574467,13128,http://stats.ncaa.org/players/8270568?year_stat_category_id=15080,8270568
39,2024,Adams St.,RMAC,2,4,Joseph Raker,Jr,1B,52,51,0.359,0.406,0.554,50,195,70,16,2,108,6,46,16,3,5,0,27,5,2,0,4,0,0,5-9,R/R,574467,13128,http://stats.ncaa.org/players/8265146?year_stat_category_id=15080,8265146
40,2024,Adams St.,RMAC,2,18,Ray Sifferman,Jr,P,7,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5-11,L/R,574467,13128,http://stats.ncaa.org/players/8264007?year_stat_category_id=15080,8264007
41,2024,Adams St.,RMAC,2,38,Nolan Marthaler,Jr,OF,30,26,0.243,0.352,0.311,17,74,18,2,0,23,1,18,12,1,1,0,23,1,0,0,0,0,0,6-4,R/R,574467,13128,http://stats.ncaa.org/players/8267782?year_stat_category_id=15080,8267782
42,2024,Adams St.,RMAC,2,34,CJ Pino,Jr,P,13,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5-8,R/R,574467,13128,http://stats.ncaa.org/players/8277419?year_stat_category_id=15080,8277419
43,2024,Adams St.,RMAC,2,22,Jack Dere,So,OF,48,43,0.383,0.412,0.641,43,167,64,19,3,107,6,41,6,3,1,2,50,2,4,2,5,0,0,6-1,R/R,574467,13128,http://stats.ncaa.org/players/8260731?year_stat_category_id=15080,8260731
44,2024,Adams St.,RMAC,2,33,Matt Bathauer,Sr,OF,52,51,0.362,0.421,0.612,50,188,68,18,1,115,9,56,20,2,4,0,29,4,0,0,0,0,0,6-2,L/L,574467,13128,http://stats.ncaa.org/players/8283232?year_stat_category_id=15080,8283232
45,2024,Adams St.,RMAC,2,11,Cesar Loma,Sr,P,12,12,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5-8,R/R,574467,13128,http://stats.ncaa.org/players/8282176?year_stat_category_id=15080,8282176
46,2024,Adams St.,RMAC,2,44,Mike Bathauer,Sr,3B,52,52,0.427,0.487,0.749,60,199,85,15,2,149,15,76,23,5,5,0,25,2,1,0,6,2,0,6-2,R/R,574467,13128,http://stats.ncaa.org/players/8278555?year_stat_category_id=15080,8278555
47,2024,Adams St.,RMAC,2,45,Ricardo Santiago,So,P,6,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6-1,R/R,574467,13128,http://stats.ncaa.org/players/8281417?year_stat_category_id=15080,8281417
48,2024,Adams St.,RMAC,2,15,Ethan  Abegg,So,1B,13,1,0.5,0.625,0.5,3,6,3,0,0,3,0,0,2,0,0,0,2,0,0,0,1,0,0,5-7,L/R,574467,13128,http://stats.ncaa.org/players/8426010?year_stat_category_id=15080,8426010
49,2024,Adams St.,RMAC,2,3,Christian Altamirano,Fr,OF,51,48,0.385,0.479,0.514,51,179,69,8,3,92,3,37,23,13,4,1,25,3,5,1,16,0,0,5-10,L/L,574467,13128,http://stats.ncaa.org/players/8426015?year_stat_category_id=15080,8426015
50,2024,Adams St.,RMAC,2,37,Phil Carter,Jr,OF,47,42,0.373,0.449,0.696,26,102,38,7,1,71,8,33,15,0,1,0,34,4,0,0,0,0,0,6-4,R/R,574467,13128,http://stats.ncaa.org/players/8426017?year_stat_category_id=15080,8426017
51,2024,Adams St.,RMAC,2,24,Will Cohen,Jr,P,12,2,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6-5,R/R,574467,13128,http://stats.ncaa.org/players/8426019?year_stat_category_id=15080,8426019
52,2024,Adams St.,RMAC,2,10,Caleb Eiguren,Jr,C,33,26,0.274,0.327,0.295,12,95,26,2,0,28,0,15,8,1,3,1,15,4,0,0,1,0,0,6-3,R/R,574467,13128,http://stats.ncaa.org/players/8426020?year_stat_category_id=15080,8426020
53,2024,Adams St.,RMAC,2,32,Josh Parks,Jr,OF,20,5,0.241,0.303,0.414,12,29,7,2,0,12,1,5,3,0,1,0,7,1,0,0,1,0,0,5-11,R/R,574467,13128,http://stats.ncaa.org/players/8426024?year_stat_category_id=15080,8426024
54,2024,Adams St.,RMAC,2,29,Zach Radigan,Jr,P,20,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6-0,R/R,574467,13128,http://stats.ncaa.org/players/8426025?year_stat_category_id=15080,8426025
